row_index,variety,approval_no,approval_year,level,province,is_hybrid,three_line,two_line,subspecies,season_hint,region_group,yield_2yr_kg_mu,yield_gain_pct,ck,yield_prod_kg_mu,gain_prod_pct,duration_d,duration_diff_d,plant_height_cm,panicles_10k_mu,panicle_len_cm,grains_per_panicle,seed_setting_pct,tgw_g,blast_index_mean,blast_index_max,neck_blast_loss_max_grade,blast_text,blb_grade,blb_text,bph_grade,heat_text,cold_text,head_rice_pct,chalkiness_deg_pct,chalky_grain_pct,amylose_pct,gel_mm,lw_ratio,alkali,quality_grade,quality_std,is_winall,applicant,source_text_len
3116,振优368,粤审稻2009039,2009.0,省审,粤,True,True,False,,,,,,组合博优122分别,497.4,,,,,,,,81.7,,,,,中感稻瘟病,,中感白叶枯病,,,,69.0,3.4,18.0,23.3,58.0,2.6,,3.0,国标,False,广东省农业科学院水稻研究所,487
3117,Y两优6号,皖稻2013014,2013.0,省审,皖,False,False,True,,,,,,,,,140.0,,125.0,17.0,,186.0,83.0,27.0,,,,,,,,,,,,,,,,,,,False,,236
3118,先农404,赣审稻2007008,2007.0,省审,赣,True,True,False,籼,,,,,II优838,,,129.7,,116.7,15.0,,175.8,74.7,27.1,,,,高感稻瘟病,,,,,,63.8,2.6,22.0,20.59,62.0,3.2,,2.0,,False,江西省种子公司,410
3119,川谷优918,,,,,True,True,False,籼,中籼,四川省水稻中籼迟熟2组,545.46,7.34,冈优725,538.57,4.3,154.9,2.4,123.0,13.1,26.8,,84.0,31.8,,,,,,,,,,51.4,11.9,54.0,23.8,74.0,2.8,,,,False,四川农业大学水稻研究所 四川高地种业有限公司,521
3120,丰二占,粤审稻2006003,2006.0,省审,粤,False,False,False,,,,,,种粤香占,395.36,3.96,,,,,,,77.7,,,,,抗稻瘟病,,中抗白叶枯病,,,,43.6,3.2,16.0,13.3,,,,2.0,国标,False,广东省农业科学院水稻研究所,515
3121,F优993（区试名称：F32A/993）,黔审稻2010001,2010.0,省审,黔,True,True,False,籼,,,625.61,5.73,,613.54,6.26,,,110.7,15.3,,,83.6,28.0,,,,,,,,,耐冷性鉴定为较强,66.2,3.4,30.0,21.6,54.0,3.1,,3.0,国标,False,,465
3122,Ⅱ优1698,闽审稻2006,2006.0,省审,闽,False,True,False,,中稻,,,,汕优63,577.48,9.61,,,125.9,15.76,27.15,168.67,83.64,28.46,,,,中抗稻瘟病,,,,,,,,,,48.0,2.8,6.2,,,False,南平市种子管理站、南平市农科所,437
3123,太两优香五,国审稻20220175,2022.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,653.2,3.1,,638.1,7.4,135.0,,119.0,15.0,27.0,224.2,78.2,26.0,,,5.0,中感稻瘟病,5.0,中感白叶枯病,9.0,,,62.0,2.0,,16.9,72.0,3.8,6.2,2.0,《食用稻品种品质》,False,长沙碧盈农业科技有限公司,481
3124,天优596,闽审稻2011005,2011.0,省审,闽,False,True,False,,晚稻,,,,谷优527,465.21,,,,113.1,16.5,23.1,152.4,82.12,29.7,,,,中感稻瘟病,,,,,,36.5,23.8,91.0,23.5,83.0,2.8,4.8,,,False,福建省南平市农业科学研究所、广东省农业科学院水稻研究所,435
3125,跃新68（原名：跃新9号）,赣审稻2005066,2005.0,省审,赣,True,True,False,,,,,,金优402,,,112.2,,89.0,23.5,,106.6,79.9,27.1,,,,,,,,,,,,,,52.0,3.0,,,,False,会昌县种子公司,400
3126,深两优5183,皖稻2014003,2014.0,省审,皖,False,False,False,,,,,,,,,142.0,,125.0,16.0,,206.0,83.0,27.0,,,,,,,,,,,,,,,,,,,False,,254
3127,两优842,闽审稻2011008,2011.0,省审,闽,False,False,True,,晚稻,省晚稻46熟期组,,,汕优10号,443.01,6.23,,,104.7,16.3,24.2,142.7,84.43,29.1,,,,感稻瘟病,,,,,,53.2,6.5,44.0,15.7,76.0,3.0,4.8,,,False,福建旺穗种业有限公司,425
3128,陆两优257,赣审稻2007038,2007.0,省审,赣,True,False,True,,,,469.97,1.65,金优402,,,110.3,,92.3,21.8,,93.7,90.2,27.2,,,,高感稻瘟病,,,,,,,,,,66.0,3.3,,,,False,湖南亚华种业科学研究院,397
3129,玉泉39,津审稻2004005,2004.0,省审,津,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,0.8,4.0,16.8,81.0,,7.0,1.0,国标,False,,513
3130,辽优5224,,,,,True,False,False,,,辽宁省水稻晚熟组,,,庄育3号,500.19,15.47,,,108.4,,25.0,,,25.3,,,,,,,,,,,,,,,,,,,False,,240
3131,贺优一号,湘审稻2011018,2011.0,省审,湘,True,True,False,,中稻,,598.6,7.1,Ⅱ优58,,,,,117.6,14.35,,157.7,82.5,31.9,,,,高感稻瘟病,,,,,,50.1,11.8,74.0,22.0,60.0,3.2,3.0,,,False,怀化市农业科学研究所、湖南省贺家山原种场,427
3132,旱优3015,国审稻20200312,2020.0,国审,,True,True,False,籼,,,549.29,4.47,旱优73,553.4,4.0,111.7,,106.8,21.2,23.2,146.2,85.8,26.2,,,7.0,感稻瘟病,7.0,感白叶枯病,9.0,抽穗期耐热性较强,,51.1,4.8,21.0,16.6,53.0,3.4,6.5,,,False,上海市农业生物基因中心,491
3133,两优2016,皖稻2016041,2016.0,省审,皖,False,False,False,,,,,,,,3.56,140.0,,125.9,15.6,,211.2,81.8,26.3,,,,,,,,,,,,,,,,,,,False,,266
3134,伍两优钰占,国审稻20216145,2021.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,611.0,0.52,丰两优四号,,,134.9,,123.2,16.3,26.4,194.9,84.6,24.3,,,3.0,中抗稻瘟病,7.0,感白叶枯病,9.0,抽穗期耐热性较强,,66.7,2.0,,16.4,60.0,3.6,6.9,2.0,,False,,520
3135,深两优1号,湘审稻2013007,2013.0,省审,湘,True,False,True,,中稻,,642.75,4.41,Y两优1号,,,140.4,,109.0,,,153.58,88.05,28.94,,,,,,,,,,65.5,2.1,42.0,13.9,90.0,3.0,3.5,,,False,湖南杂交水稻研究中心,445
3136,荃两优 532,国审稻20216086,2021.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,654.49,6.6,丰两优四号,,,132.4,,119.7,15.0,23.9,208.9,85.7,26.5,,,3.0,中抗稻瘟病,7.0,感白叶枯病,9.0,抽穗期耐热性强,,63.4,1.5,,15.2,78.5,3.0,6.7,2.0,,False,,525
3137,内6优538,国审稻2014010,2014.0,国审,,True,True,False,籼,中稻,长江上游中籼迟熟组,611.9,,Ⅱ优838,581.6,6.7,158.7,2.0,104.6,15.6,26.2,,81.8,31.0,4.2,4.2,,感稻瘟病,,,9.0,抽穗期耐热性、耐冷性中等,耐冷性中等,57.9,4.9,35.0,15.1,84.0,2.9,,,,False,四川农业大学水稻研究所,390
3138,嘉优5号,国审稻2012032,2012.0,国审,,True,True,False,粳,单季,长江中下游单季晚粳组,629.6,,常优1号,618.6,11.4,154.4,1.7,108.3,16.6,18.9,174.5,86.0,28.8,2.9,2.9,,中抗稻瘟病,3.0,,9.0,,,70.7,8.7,44.0,16.9,74.0,1.8,,,,False,浙江省嘉兴市农业科学研究院,434
3139,蓉18优198,国审稻2012005,2012.0,国审,,True,True,False,籼,中稻,长江上游中籼迟熟组,586.3,,Ⅱ优838,608.3,4.5,155.6,-3.1,119.5,14.1,25.3,186.7,77.8,30.9,3.4,3.4,,中感稻瘟病,,,7.0,耐热性弱,,56.9,3.3,13.0,15.4,81.0,2.7,,,,False,四川正兴种业有限公司,400
3140,徐稻8号,国审稻2014037,2014.0,国审,,False,False,False,粳,,国家黄淮粳稻组,639.4,,徐稻3号,597.1,6.5,156.5,,103.1,,16.4,,88.3,25.2,,,3.0,中抗稻瘟病,,,,,,65.4,2.4,,16.0,82.5,,,,,False,江苏徐淮地区徐州农业科学研究所,364
3141,天优华占,国审稻2011008,2011.0,国审,,True,True,False,籼,中稻,长江上游中籼迟熟组,596.8,2.8,Ⅱ优838,574.1,3.0,152.9,-4.9,99.0,16.9,22.7,177.8,81.7,25.4,3.4,3.4,,中感稻瘟病,,,9.0,耐热性较弱,,68.5,1.7,9.0,21.8,76.0,2.9,,2.0,《优质稻谷》,False,中国水稻研究所、中国科学院遗传与发育生物学研究所、广东省农业科学院水稻研究所,482
3142,和两优633,粤审稻2015024,2015.0,省审,粤,True,False,True,,,,,,种深两优58香油占分别,450.01,4.99,,,,,22.9,,82.6,22.6,,,,高抗稻瘟病,,中感白叶枯病,,,,47.7,0.4,4.0,12.2,,3.2,,,,False,深圳市兆农农业科技有限公司,535
3143,Y两优9918,国审稻2011015,2011.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,601.1,9.7,Ⅱ优838,589.2,10.1,130.8,-3.0,122.7,16.1,27.9,175.7,85.5,27.5,5.0,5.0,,高感稻瘟病,7.0,感白叶枯病,9.0,,,59.4,7.7,34.0,13.4,76.0,2.9,,,,False,湖南天盛生物科技有限公司、湖南省杂交水稻研究中心,465
3144,内5优828,,,,,True,True,False,籼,中籼,四川省水稻中籼迟熟5组,530.8,4.88,冈优725,551.64,3.19,150.9,-1.6,121.5,12.4,26.2,,77.9,32.3,,,,,,,,,,52.4,,63.0,15.9,80.0,2.8,,,,False,四川省农业科学院水稻高粱研究所、内江杂交水稻科技开发中心,515
3145,威优8号,湘审稻2011038,2011.0,省审,湘,True,True,False,,晚稻,,517.6,5.03,威优46,,,120.5,,107.0,19.8,,130.1,80.5,29.5,,,,高感稻瘟病,,,,,,53.0,14.1,71.0,22.3,66.0,2.7,4.8,,,False,湖南科裕隆种业有限公司,412
3146,川优651,闽审稻2011002,2011.0,省审,闽,False,True,False,,中稻,,,,II优明86,611.93,6.56,,,125.6,13.9,25.7,189.2,83.52,30.3,,,,感稻瘟病,,,,,,61.5,10.7,66.0,23.5,68.0,2.5,4.9,,,False,福建省南平市农业科学研究所,430
3147,吉粳809,国审稻2014042,2014.0,国审,,False,False,False,粳,,国家中早粳中熟组,682.3,,秋光,640.1,6.0,154.0,,105.3,,18.2,,85.6,22.6,,,5.0,,,,,,,68.1,2.8,,15.7,82.8,,,3.0,《优质稻谷》,False,中国农业科学院作物科学研究所、吉林省农业科学院水稻研究所,346
3148,兆优 5431,国审稻20210059,2021.0,国审,,True,True,False,籼,中稻,长江上游中籼迟熟组,598.89,-2.29,,,3.35,154.6,,113.7,15.6,26.0,192.2,82.7,26.5,,,5.0,中感稻瘟病,,,9.0,,耐冷性一般,55.4,0.1,,15.4,75.0,3.2,6.0,2.0,《食用稻品种品质》,False,,532
3149,Y两优527,,,,,True,True,False,籼,中籼,,,,Ⅱ优838,,,,-2.5,,15.08,,,88.99,27.41,,,,,,,,,,,,,,,,,,,False,长沙长龙生物科技有限公司、湖南杂交水稻研究中心,253
3150,Q优1127,湘审稻2011014,2011.0,省审,湘,True,True,False,,中稻,,525.8,9.1,金优207,,,130.0,,105.0,14.7,,167.7,83.7,27.5,,,,高感稻瘟病,,,,,,64.0,5.5,46.0,13.5,80.0,3.0,4.0,,,False,湖南六三种业有限公司、湖南亚华种业科学研究院,457
3151,硕两优6399,国审稻20233136,2023.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,609.9,6.3,,613.3,7.4,131.9,,123.5,15.7,24.1,190.3,84.5,25.9,,,5.0,中感稻瘟病,5.0,中感白叶枯病,9.0,,,69.4,6.1,,17.0,73.0,3.2,3.5,,,False,江苏悦丰种业科技有限公司,426
3152,奥两优200,湘审稻2011039,2011.0,省审,湘,True,False,True,,晚稻,,521.2,6.55,威优46,,,120.9,,112.0,19.7,,146.0,77.9,29.2,,,,高感稻瘟病,,,,,,,,,,77.0,3.1,6.2,,,False,湖南怀化奥谱隆作物育种工程研究所,420
3153,连优3301,闽审稻2011007,2011.0,省审,闽,False,True,False,,晚稻,省晚稻46熟期组,,,汕优10号,441.34,5.83,,,105.5,18.0,23.4,137.3,85.78,26.8,,,,感稻瘟病,,,,,,45.9,17.6,71.0,25.2,71.0,2.7,5.4,,,False,福建省农业科学院生物技术研究所、福建省农业科学院水稻研究所,424
3154,内5优H25,国审稻2012006,2012.0,国审,,True,True,False,籼,中稻,长江上游中籼迟熟组,588.6,,Ⅱ优838,595.6,2.2,157.9,-0.4,115.4,14.7,25.8,169.9,80.0,31.2,3.6,3.6,,中感稻瘟病,,,9.0,,,66.6,6.6,32.0,22.2,57.0,2.7,,,,False,内江杂交水稻科技开发中心,398
3155,6两优9368,桂审稻2011008,2011.0,省审,桂,True,False,True,,早稻,,,,特优63,573.38,3.68,124.0,,115.7,16.6,22.5,161.4,76.5,,,,,,,,,,,68.5,10.6,,13.5,84.0,2.8,,,,False,南京神州种业有限公司,601
3156,博优9611,粤审稻2011047,2011.0,省审,粤,True,True,False,,,,,,种博优998分别,435.32,2.7,,,,,,,80.7,,,,,抗稻瘟病,,中感白叶枯病,,,,70.2,1.6,14.0,22.6,,2.7,,,,False,广州市金粤生物科技有限公司,512
3157,嘉优中科6号,国审稻20170063,2017.0,国审,,True,True,False,粳,单季,长江中下游单季晚粳组,756.6,,嘉优5号,783.0,16.3,152.8,-4.9,117.8,14.3,19.6,256.1,83.9,29.4,,,,中感稻瘟病,7.0,感白叶枯病,7.0,,,70.2,7.4,48.0,13.6,81.0,2.1,,,,False,,422
3158,甬优1540,国审稻2015040,2015.0,国审,,True,True,False,粳,单季,长江中下游单季晚粳组,714.8,,常优1号,683.7,13.3,151.0,-1.2,109.6,16.7,21.2,246.3,81.3,23.3,5.6,5.6,,高感稻瘟病,5.0,中感白叶枯病,9.0,,,70.2,3.0,18.0,14.3,75.0,2.3,,,,False,宁波市农科院作物所、宁波市种子公司,398
3159,花香4016,渝审稻2011002,2011.0,省审,渝,True,True,False,籼,中籼,,,,Ⅱ优838,563.57,4.41,,0.2,,14.4,,,84.2,30.28,,,,,,,,,,,,,,,,,,,False,四川省农业科学院生物技术核技术研究所,322
3160,川优561（区试名：川香优561）,闽审稻2011,2011.0,省审,闽,False,True,False,,中稻,,,,Ⅱ优明86,561.0,9.89,,,116.6,13.63,23.0,,89.47,30.5,,,,中抗稻瘟病,,,,,,49.7,7.3,39.0,22.5,70.0,3.1,4.3,,,False,福建省农业科学院水稻研究所,443
3161,桂育7号,桂审稻2011035,2011.0,省审,桂,True,False,False,,早稻,,,,柳沙油占202,455.37,6.58,127.0,,98.3,20.3,21.7,131.9,82.6,23.2,,,,,,,,,,69.4,0.5,,16.5,84.0,4.2,,,,False,广西农业科学院水稻研究所,626
3162,Y20两优95,皖稻2012008,2012.0,省审,皖,False,False,False,,,,,,,,,135.0,,124.0,16.0,,178.0,86.0,29.0,,,,,,,,,,,,,,,,,,,False,,226
3163,川谷优399,,,,,True,True,False,籼,中籼,四川省水稻中籼迟熟7组,542.79,6.78,冈优725,527.3,2.12,153.4,1.9,116.7,14.6,25.9,,82.1,27.4,,,,,,,,,,59.2,5.3,33.0,24.3,50.0,2.8,,,,False,四川农业大学水稻研究所 成都科瑞农业研究中心,512
3164,徽两优华占,赣审稻2016003,2016.0,省审,赣,True,False,True,,,,626.04,6.17,Y两优1号,,,126.5,,110.4,19.2,23.1,186.4,83.6,22.5,,,,高感稻瘟病,,,,,,,,,,85.0,3.4,,,,False,江西先农种业有限公司,448
3165,五优566,赣审稻2014032,2014.0,省审,赣,True,True,False,,,,513.68,2.13,荣优463,,,112.6,,86.1,22.7,19.6,129.6,86.5,23.5,,,,高感稻瘟病,,,,,,,,,,92.0,2.7,,,,False,江西天涯种业有限公司,416
3166,武运粳27号,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,3
3167,五山丝苗,,,,,True,False,False,,中籼,四川省中籼中熟1组,535.05,4.01,辐优838,537.66,4.66,142.1,-0.7,,,23.9,,85.4,23.6,,,,,,,,,,62.5,1.9,10.0,16.6,70.0,3.0,,2.0,国标,False,广东省农业科学院水稻研究所,511
3168,蓉7优808,国审稻20200074,2020.0,国审,,True,True,False,籼,中稻,长江上游中籼迟熟组,621.26,6.31,F优498,620.7,5.8,152.2,,113.8,14.5,24.3,212.3,84.2,27.0,,,7.0,感稻瘟病,,,9.0,抽穗期耐热性较强,耐冷性较弱,58.2,2.5,,14.5,70.0,3.1,6.0,2.0,《食用稻品种品质》,False,四川泰隆汇智生物科技有限公司,442
3169,盐丰稻2号,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,3
3170,明 1 优臻占,国审稻20210268,2021.0,国审,,True,True,False,籼,中稻,长江中下游中籼迟熟组,644.22,4.82,丰两优四号,,,135.0,,122.8,16.3,28.3,188.5,82.7,27.1,,,3.0,中抗稻瘟病,7.0,感白叶枯病,9.0,抽穗期耐热性一般,,61.0,0.4,,16.9,70.3,3.4,6.3,2.0,,False,,537
3171,徽两优985,皖审稻2017013,2017.0,省审,皖,True,False,True,籼,中籼,,,,,,9.33,,,120.0,15.8,25.4,192.2,85.1,27.8,,,,中抗稻瘟病,,中抗白叶枯病,,,,,,,,,,,3.0,部标,True,安徽省农业科学院水稻研究所,445
3172,荃优386,皖审稻20210023,2021.0,省审,皖,True,True,False,籼,中籼,,,,,,4.79,,,124.6,16.2,,202.5,84.2,27.4,,,,中抗稻瘟病,,感白叶枯病,,,,,,,,,,,,部标,True,安徽荃银高科种业股份有限公司,401
3173,扬籼1S,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,3
3174,华优1199,,,,,True,True,False,籼,中籼,四川省水稻中籼迟熟1组,559.09,7.34,冈优725,554.78,4.69,149.5,1.6,114.5,14.0,24.8,,81.4,30.3,,,,,,,,,,58.8,12.5,,21.7,66.0,2.9,,,,False,四川隆平高科种业有限公司、湖南亚华种业科学院,491
3175,新两优1813,皖稻2016044,2016.0,省审,皖,False,False,False,,,,,,,,6.27,139.0,,119.6,15.7,,201.5,82.6,26.9,,,,,,,,,,,,,,,,,,,False,,270
3176,金优828,湘审稻2011012,2011.0,省审,湘,True,True,False,,中稻,,563.8,17.1,金优207,,,132.3,,110.4,17.15,,184.3,77.4,24.8,,,,高感稻瘟病,,,,,,,4.2,42.0,24.2,45.0,3.5,4.0,,,False,湖南科裕隆种业有限公司,431
3177,佳两优1088,国审稻20200206,2020.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,661.17,7.0,丰两优四号,635.65,5.6,141.5,,128.4,13.8,28.9,221.8,79.1,28.1,,,7.0,感稻瘟病,7.0,感白叶枯病,9.0,抽穗期耐热性一般,,61.2,8.5,,18.9,44.0,2.9,4.2,,,False,湖南恒德种业科技有限公司,437
3178,臻两优钰占,国审稻20216142,2021.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,638.83,3.44,丰两优四号,,,136.2,,129.3,16.6,26.6,197.4,83.1,25.6,,,3.0,中抗稻瘟病,9.0,高感白叶枯病,9.0,抽穗期耐热性较强,,60.2,1.6,,15.0,71.0,3.8,6.0,2.0,,False,,517
3179,金谷优3301,闽审稻2014009,2014.0,省审,闽,False,True,False,,中稻,,,,,616.04,11.25,,,123.2,14.5,25.6,190.9,85.35,30.4,,,,中感稻瘟病,,,,,,39.7,13.3,83.0,23.5,80.0,3.1,4.4,,,False,福建省农业科学院生物技术研究所、四川农大高科农业有限责任公司,413
3180,天优2075,国审稻2012009,2012.0,国审,,True,True,False,籼,中稻,长江上游中籼迟熟组,582.2,,Ⅱ优838,620.6,8.0,155.8,-2.5,119.0,14.1,24.0,175.8,80.9,30.5,2.7,2.7,,中感稻瘟病,,,9.0,,,62.9,3.4,19.0,22.2,82.0,2.7,,,,False,福建省农业科学院水稻研究所、广东省农业科学院水稻研究所,398
3181,T优H505,湘审稻2011040,2011.0,省审,湘,True,True,False,,晚稻,,516.8,5.73,,,,117.8,,117.1,17.3,,167.5,79.6,27.5,,,,高感稻瘟病,,,,,,62.2,4.3,24.0,21.6,52.0,2.8,6.0,,,False,衡阳市农业科学研究所、湖南杂交水稻研究中心,413
3182,珠两优 570,国审稻20216148,2021.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,586.68,-4.4,丰两优四号,,,137.6,,127.9,17.0,25.8,182.7,81.1,24.4,,,5.0,中感稻瘟病,5.0,中感白叶枯病,9.0,抽穗期耐热性较强,,61.7,0.6,,16.1,66.0,3.8,6.7,1.0,,False,,519
3183,深优9512,粤审稻2011033,2011.0,省审,粤,True,True,False,,,,,,种优优122分别,397.68,8.24,,,,,,119.0,74.8,,,,,中抗稻瘟病,,中感白叶枯病,,,,64.7,3.6,15.0,15.0,,3.1,,3.0,国标,False,清华大学深圳研究生院,541
3184,昱香两优8号,湘审稻20220036,2022.0,省审,湘,True,False,True,籼,晚稻,湖南省湘种联合体晚稻中熟组,548.1,-1.6,,546.0,1.1,116.6,3.0,108.5,23.9,,136.8,79.1,22.2,,,,,,,,,,68.8,0.4,3.5,16.7,72.0,4.1,6.3,2.0,部颁,False,,452
3185,圣稻20,,,,,True,False,False,,,,646.4,6.0,临稻10号,638.0,6.2,161.0,,95.7,21.9,15.7,,88.4,25.6,,,,抗稻瘟病,,,,,,75.9,0.5,7.0,18.0,82.0,,,1.0,国标,False,山东省水稻研究所、济宁瑞丰种业有限公司。,392
3186,博Ⅲ优9611,桂审稻2011026,2011.0,省审,桂,True,True,False,,晚稻,,,,博优253,484.52,1.84,115.0,,123.0,17.2,23.6,155.7,83.6,21.8,,,,,,,,,,72.3,0.4,,17.6,68.0,3.6,,,,False,,609
3187,中莲1A,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,3
3188,甬优4149,鄂审稻2016017,2016.0,省审,鄂,True,True,False,籼,中稻,,,,,,,133.4,-11.9,120.2,14.5,25.2,228.0,89.7,26.36,2.8,2.8,3.0,中抗稻瘟病,5.0,中感白叶枯病,,,,,,,,,,,,,False,,371
3189,冀旱糯3号,国审稻2012044,2012.0,国审,,False,False,False,粳,,,313.2,,旱稻277,360.6,4.0,124.0,9.0,108.1,,17.6,135.5,74.2,26.3,,,5.0,中感稻瘟病,,,,,,64.8,,,1.2,100.0,,,,,False,河北省农林科学院滨海农业研究所,355
3190,广8优169,粤审稻2012008,2012.0,省审,粤,True,True,False,,,,,,种博优998分别,421.31,3.31,,2.0,,,,,83.0,,,,,抗稻瘟病,,中抗白叶枯病,,,,70.5,7.5,23.0,15.4,,3.7,,3.0,,False,广东省农业科学院水稻研究所,539
3191,甜香优 2115,国审稻20210102,2021.0,国审,,True,True,False,籼,中稻,长江上游中籼迟熟组,617.71,3.12,,,2.05,148.1,,115.4,15.5,25.5,167.0,85.8,30.6,,,7.0,感稻瘟病,,,9.0,抽穗期耐热性 较强,耐冷性较弱,58.8,0.9,,17.4,77.0,3.4,7.0,1.0,《食用稻品种品质》,False,,537
3192,南粳51,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,3
3193,忠糯1号,黔审稻2010016,2010.0,省审,黔,True,True,False,粳,,,574.78,25.45,,,,,,110.27,13.62,,,,29.76,,,,,,,,,,,,,,,,,,,False,,263
3194,粤油丝苗,粤审稻2011024,2011.0,省审,粤,False,False,False,籼,,,,,种粳籼89分别,382.49,3.42,,,,,21.2,,81.6,,,,,抗稻瘟病,,中抗白叶枯病,,,,70.3,0.3,2.0,18.9,,3.3,,1.0,国标,False,广东省农业科学院水稻研究所,508
3195,广两优916,豫审稻2014011,2014.0,省审,豫,True,False,True,籼,,,,7.4,Ⅱ优838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,366
3196,F两优6876,国审稻2015029,2015.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,608.5,,丰两优四号,618.1,6.3,136.6,1.0,116.9,15.3,25.2,201.2,80.3,26.8,5.0,5.0,,感稻瘟病,7.0,感白叶枯病,9.0,抽穗期耐热性中等,,54.8,3.7,23.0,19.8,81.0,3.2,,3.0,《优质稻谷》,False,信阳市农业科学院,423
3197,五广占,粤审稻2011025,2011.0,省审,粤,False,False,False,籼,,,,,种粳籼89分别,434.68,9.76,,2.0,,,,,77.7,,,,,抗稻瘟病,,中抗白叶枯病,,,,70.1,3.4,8.0,17.1,,3.3,,3.0,国标,False,广东省农业科学院水稻研究所,533
3198,乐优808,,,,,True,True,False,籼,中籼,四川省水稻中籼迟熟8组,563.23,5.68,冈优725,545.63,4.12,151.5,2.4,111.2,14.5,24.2,,72.2,31.0,,,,,,,,,,61.3,18.9,93.0,22.0,69.0,2.6,,,,False,四川喜望种业有限公司、成都华科农作物研究所,502
3199,五优369,湘审稻2014013,2014.0,省审,湘,True,True,False,,晚稻,,534.22,5.48,岳优9113,,,114.6,,99.2,21.5,,132.6,77.2,26.1,,,,,5.0,,,,,63.4,3.0,33.0,19.2,55.0,2.9,5.3,,,False,湖南泰邦农业科技股份有限公司、广东省农科院水稻研究所,436
3200,滇杂31,黔审稻2010018,2010.0,省审,黔,True,True,False,粳,,,544.0,17.7,,495.5,8.8,,,95.0,21.6,,,81.7,25.1,,,,,,,,,,,,,,,,,,,False,,273
3201,德优4727,国审稻2014019,2014.0,国审,,True,True,False,籼,中稻,长江上游中籼迟熟组,612.4,,Ⅱ优838,589.0,6.9,158.4,1.4,113.7,14.9,24.5,,82.2,32.0,5.3,5.3,,感稻瘟病,,,7.0,抽穗期耐热性中等,,58.0,2.3,20.0,17.3,73.0,2.8,,2.0,《优质稻谷》,False,四川省农业科学院水稻高粱研究所,401
3202,龙锋稻1号,蒙审稻2016003,2016.0,省审,蒙,False,False,False,粳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,龙江县丰吉种业有限责任公司,36
3203,梦两优534,赣审稻20180012,2018.0,省审,赣,True,False,True,,,,627.95,8.06,Y两优1号,,,127.2,,118.7,19.7,23.4,183.0,86.9,21.4,,,,高感稻瘟病,,,,,,,,,,90.0,3.3,,,,False,江西博大种业有限公司、湖南隆平种业有限公司、广东省农业科学院水稻研究所,425
3204,绥粳116,黑审稻20220037,2022.0,省审,黑,False,False,False,粳,,,,,,,7.6,,,88.8,,16.2,,,24.4,,,,,,,,,耐冷性鉴定结果：处,65.2,0.5,,,78.0,,,2.0,《优质稻谷》,False,黑龙江省农业科学院绥化分院,383
3205,中南1A,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,3
3206,奇优915（区试名称：黔优915）,黔审稻2010010,2010.0,省审,黔,True,True,False,籼,,,596.61,8.07,,598.92,13.3,,,93.5,16.6,,,76.2,29.9,,,,,,,,,耐冷性鉴定为较强,66.3,4.0,40.0,12.1,80.0,3.1,,,,False,,463
3207,毕粳43（区试名称：YR709）,黔审稻2010019,2010.0,省审,黔,False,False,False,粳,,,570.2,23.3,,485.4,6.6,,,90.4,24.34,,,84.2,26.3,,,,,,,,,,,,,,,,,,,False,,283
3208,大粮207,国审稻2012034,2012.0,国审,,False,False,False,粳,,国家黄淮粳稻组,618.5,,徐稻3号,589.1,6.5,156.8,0.9,98.9,,17.2,132.7,87.0,26.6,,,5.0,中感稻瘟病,,,,,,70.7,2.7,,17.2,80.0,,,,,False,临沂市大粮种业有限公司,367
3209,桂育9号,桂审稻2014039,2014.0,省审,桂,False,False,False,籼,早稻,桂中、桂南稻作区早稻优质组,,,柳沙油占202,434.3,10.08,123.0,3.0,113.5,17.1,24.6,160.9,76.6,23.5,7.6,7.6,,高感稻瘟病,7.0,感白叶枯病,,,,61.8,0.3,,14.6,80.0,4.8,,,,False,广西农业科学院水稻研究所,498
3210,五优3301,粤审稻2015025,2015.0,省审,粤,True,True,False,,,,,,种深两优58香油占,461.31,7.63,127.0,,,,,,77.4,,,,,中抗稻瘟病,,感白叶枯病,,,,18.2,3.5,22.0,12.5,,2.9,,,,False,广东省农业科学院水稻研究所、福建省农业科学院生物技术研究所、广东省金稻种业有限公司,565
