row_index,variety,approval_no,approval_year,level,province,is_hybrid,three_line,two_line,subspecies,season_hint,region_group,yield_2yr_kg_mu,yield_gain_pct,ck,yield_prod_kg_mu,gain_prod_pct,duration_d,duration_diff_d,plant_height_cm,panicles_10k_mu,panicle_len_cm,grains_per_panicle,seed_setting_pct,tgw_g,blast_index_mean,blast_index_max,neck_blast_loss_max_grade,blast_text,blb_grade,blb_text,bph_grade,heat_text,cold_text,head_rice_pct,chalkiness_deg_pct,chalky_grain_pct,amylose_pct,gel_mm,lw_ratio,alkali,quality_grade,quality_std,is_winall,applicant,source_text_len
2281,乐优94 选育单位：福建省农业科学院水稻研究所 品种来源：乐A(原名475A)×恢94 特征特性：全生育期两年区试平均131.0天，比对照两优2163迟熟4.1天。株型适中，群体整齐，分蘖力较强，熟期转色中等，每亩有效穗数18.5万，株高104.1厘米，穗长24.6厘米，每穗总粒数137.1粒，结实率79.07%，千粒重26.6克。抗稻瘟病田间6个点、室内1个点两年鉴定，综合评价为中感稻瘟病。米质检测结果，糙米率79.6%，精米率69.5%，整精米率55.6%，粒长6.9毫米，垩白率33.0%，垩白度7.4%，透明度1级，碱消值2.7级，胶稠度56.0毫米，直链淀粉含量22.0%，蛋白质含量7.9%。 产量表现：2004年参加晚稻优质B组区试，平均亩产466.47公斤，比对照两优2163增产6.82%，达极显著水平；2005年续试，平均亩产458.85公斤，比对照两优2163增产8.60%，达极显著水平。2006年生产试验平均亩产498.39公斤，比对照汕优63增产8.42 %。 栽培技术要点：作晚稻种植6月中下旬播种，秧龄28～33天。插植规格16.7厘米×23.3厘米，亩插基本苗10万。亩施纯氮11公斤，氮、磷、钾比例1:0.4:0.7，基肥、蘖肥、穗肥、粒肥比例4:4:1:1，中后期适量增施磷钾肥，并注意控制氮肥施用量，以防剑叶披垂。水管采取“深水返青、浅水促蘖、适时烤田、后期干湿交替”。及时防治病虫害。 省品审会审定意见：乐优94属晚籼三系杂交稻新组合，全生育期131天左右，比对照两优2163迟熟4天，丰产性较好，稳产性好，抗稻瘟病鉴定综合评价为中感稻瘟病，米质达部颁三等优质食用稻品种标准。适宜全省稻瘟病轻发区作晚稻种植，栽培上后期增施P、K肥，注意防治稻瘟病和纹枯病。经审核，符合福建省品种审定规定，通过审定。,闽审稻2007017,2007.0,省审,闽,True,True,False,籼,晚稻,晚稻优质B组,,,两优2163,498.39,8.42,131.0,,104.1,18.5,24.6,137.1,79.07,26.6,,,,抗稻瘟病,,,,,,55.6,7.4,,22.0,56.0,,2.7,,部颁,False,福建省农业科学院水稻研究所 品种来源：乐A(原名475A)×恢94 特征特性：全生育期两年区试平均131.0天，比对照两优2163迟熟4.1天。株型适中，群体整齐，分蘖力较强，熟期转色中等，每亩有效穗数18.5万，株高104.1厘米，穗长24.6厘米，每穗总粒数137.1粒，结实率79.07%，千粒重26.6克。抗稻瘟病田间6个点、室内1个点两年鉴定，综合评价为中感稻瘟病。米质检测结果，糙米率79.6%，精米率69.5%，整精米率55.6%，粒长6.9毫米，垩白率33.0%，垩白度7.4%，透明度1级，碱消值2.7级，胶稠度56.0毫米，直链淀粉含量22.0%，蛋白质含量7.9%。 产量表现：2004年参加晚稻优质B组区试，平均亩产466.47公斤，比对照两优2163增产6.82%，达极显著水平；2005年续试，平均亩产458.85公斤，比对照两优2163增产8.60%，达极显著水平。2006年生产试验平均亩产498.39公斤，比对照汕优63增产8.42 %。 栽培技术要点：作晚稻种植6月中下旬播种，秧龄28～33天。插植规格16.7厘米×23.3厘米，亩插基本苗10万。亩施纯氮11公斤，氮、磷、钾比例1:0.4:0.7，基肥、蘖肥、穗肥、粒肥比例4:4:1:1，中后期适量增施磷钾肥，并注意控制氮肥施用量，以防剑叶披垂。水管采取“深水返青、浅水促蘖、适时烤田、后期干湿交替”。及时防治病虫害。 省品审会审定意见：乐优94属晚籼三系杂交稻新组合，全生育期131天左右，比对照两优2163迟熟4天，丰产性较好，稳产性好，抗稻瘟病鉴定综合评价为中感稻瘟病，米质达部颁三等优质食用稻品种标准。适宜全省稻瘟病轻发区作晚稻种植，栽培上后期增施P、K肥，注意防治稻瘟病和纹枯病。经审核，符合福建省品种审定规定，通过审定。,2719
2282,金优315,桂审稻2004012,2004.0,省审,桂,True,True,False,籼,早稻,桂中北稻作区中熟组,,,粤香占,436.8,3.3,,,113.1,18.5,24.1,144.0,76.7,25.4,,,,,7.0,,,,,49.6,20.4,,25.5,65.0,3.0,,,,False,广西大学,441
2283,II优122,闽审稻2008009,2008.0,省审,闽,False,True,False,,中稻,福建省中稻B组,,,汕优63,568.67,,,,118.1,14.7,25.3,178.5,83.14,28.3,,,,感稻瘟病,,,,,,68.5,13.1,78.0,20.5,88.0,2.5,5.5,,,False,福建省三明市农业科学研究所,433
2284,川香178,,,,,True,True,False,籼,中籼,四川省中籼迟熟C1组,505.47,2.25,汕优63,497.8,2.8,153.2,4.2,118.6,16.72,25.5,,73.2,27.8,,,,,,,,,,44.9,5.1,32.0,21.7,48.0,2.9,6.3,,,False,四川省农业科学院作物研究所,557
2285,"特优17 选育单位：福建省龙岩市农业科学研究所 品种来源：龙特甫A×龙恢17 特征特性：全生育期两年区试平均126.2天，比对照汕优63迟熟1.5天。株型适中，分蘖力较强，后期转色好。每亩有效穗16.33万，株高110.2厘米，穗长24.1厘米，每穗粒数141.4粒，结实率83.0%，千粒重28.9克。两年龙岩市田间抗稻瘟病自然诱发鉴定综合评价为中抗稻瘟病。米质检测结果，糙米率82.2%,精米率74.7%,整精米率71.5%,粒长6.2毫米,长宽比2.4,垩白粒率88%,垩白度17.8%,透明度2级,碱消值6.1级,胶稠度48毫米,直链淀粉21.0%,蛋白质8.3%。 产量表现：2004年参加龙岩市晚稻A组区试，平均亩产507.50公斤，比对照汕优63增产5.84%，达极显著水平；2005年续试平均亩产524.33公斤，比对照汕优63增产12.18%，达极显著水平。2006年参加龙岩市生产试验,平均亩产526.1公斤,比对照汕优63增产8.6%。 栽培技术要点：作晚稻种植6月15日播种，秧龄25-28天。插植规格20厘米×20厘米，丛插二粒谷。亩施纯氮12～15公斤，氮、磷、钾比为1：0.7：1；基肥、蘖肥、穗肥、粒肥比例5：2：2：1。水管采取“深水返青、浅水促蘖、适时烤田、后期干湿交替”。及时防治病虫害。 省品审会审定意见：特优17属晚籼三系杂交稻新组合，在龙岩市种植，全生育期126天左右，比对照汕优63迟熟2天，丰产性好，田间鉴定中抗稻瘟病，米质比对照汕优63略差。适宜在龙岩市作晚稻种植，栽培上应注意适时早播。经审核，符合福建省品种审定规定，通过审定。",闽审稻2007,2007.0,省审,闽,True,True,False,籼,晚稻,龙岩市晚稻A组,,,汕优63,526.1,8.6,126.0,,110.2,16.33,24.1,,83.0,28.9,,,,抗稻瘟病,,,,,,71.5,17.8,88.0,21.0,48.0,2.4,6.1,,,False,"福建省龙岩市农业科学研究所 品种来源：龙特甫A×龙恢17 特征特性：全生育期两年区试平均126.2天，比对照汕优63迟熟1.5天。株型适中，分蘖力较强，后期转色好。每亩有效穗16.33万，株高110.2厘米，穗长24.1厘米，每穗粒数141.4粒，结实率83.0%，千粒重28.9克。两年龙岩市田间抗稻瘟病自然诱发鉴定综合评价为中抗稻瘟病。米质检测结果，糙米率82.2%,精米率74.7%,整精米率71.5%,粒长6.2毫米,长宽比2.4,垩白粒率88%,垩白度17.8%,透明度2级,碱消值6.1级,胶稠度48毫米,直链淀粉21.0%,蛋白质8.3%。 产量表现：2004年参加龙岩市晚稻A组区试，平均亩产507.50公斤，比对照汕优63增产5.84%，达极显著水平；2005年续试平均亩产524.33公斤，比对照汕优63增产12.18%，达极显著水平。2006年参加龙岩市生产试验,平均亩产526.1公斤,比对照汕优63增产8.6%。 栽培技术要点：作晚稻种植6月15日播种，秧龄25-28天。插植规格20厘米×20厘米，丛插二粒谷。亩施纯氮12～15公斤，氮、磷、钾比为1：0.7：1；基肥、蘖肥、穗肥、粒肥比例5：2：2：1。水管采取“深水返青、浅水促蘖、适时烤田、后期干湿交替”。及时防治病虫害。 省品审会审定意见：特优17属晚籼三系杂交稻新组合，在龙岩市种植，全生育期126天左右，比对照汕优63迟熟2天，丰产性好，田间鉴定中抗稻瘟病，米质比对照汕优63略差。适宜在龙岩市作晚稻种植，栽培上应注意适时早播。经审核，符合福建省品种审定规定，通过审定。",2417
2286,株两优18,皖稻2010002,2010.0,省审,皖,False,False,False,籼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,203
2287,中优洲481,赣审稻2008026,2008.0,省审,赣,True,True,False,,,,474.02,13.49,金优207,,,113.5,,97.6,21.6,,130.5,75.7,21.9,,,,高感稻瘟病,,,,,,,,,,64.0,3.0,,2.0,,False,江西九洲种业有限公司,427
2288,优Ⅰ红香优33,桂审稻2006037,2006.0,省审,桂,True,True,False,,早稻,桂中南稻作区早稻优质组,,,七桂占,409.1,10.8,122.0,,113.6,15.6,23.3,165.9,84.2,24.4,,,,,7.0,,,,,66.5,4.6,,22.1,58.0,3.3,,,,False,广西象州黄氏水稻研究所,564
2289,金优938,湘审稻2009008,2009.0,省审,湘,True,True,False,籼,早籼,,517.85,2.66,金优402,,,110.0,,86.0,23.7,,,84.0,28.1,,,,,,中感白叶枯病,,,,60.8,12.8,84.0,20.6,54.0,3.1,5.8,,,False,湖南省岳阳市农业科学研究所、湖南洞庭种业有限公司,399
2290,博优航6号,桂审稻2005028,2005.0,省审,桂,True,True,False,,晚稻,感光组,,,博优253,472.2,1.5,115.0,,111.2,18.1,23.5,144.9,86.8,22.0,,,,,7.0,,,,,71.1,1.4,,24.2,74.0,3.1,,,,False,广西南宁三益新品农业有限公司、广西亚航农业科技有限公司,508
2291,宝丰优001,桂审稻2007037,2007.0,省审,桂,True,True,False,,晚稻,,,,博优253,469.4,3.8,120.0,,107.5,17.6,22.4,167.1,88.1,20.0,,,,,,,,,,70.7,2.4,,22.2,56.0,3.3,,,,False,,458
2292,丰秀丝苗,粤审稻2010001,2010.0,省审,粤,False,False,False,,,,,,种优优128,469.3,2.36,,,,,,,79.2,,,,,高抗稻瘟病,,中抗白叶枯病,,,,57.9,5.0,20.0,15.1,70.0,,,3.0,国标,False,广东省农业科学院水稻研究所,453
2293,灵优6602,桂审稻2005006,2005.0,省审,桂,True,True,False,,早稻,优质组,,,七桂占,400.1,0.3,124.0,,102.1,20.8,22.9,141.5,75.5,23.9,,,,,5.0,,,,,64.5,1.6,,12.1,74.0,3.64,,,,False,广西桂穗种业有限公司,488
2294,宏优619,粤审稻2008052,2008.0,省审,粤,True,True,False,,,,,,组合中9优207,424.4,0.44,,,,,,,78.3,,,,,高抗稻瘟病,,中感白叶枯病,,,,49.6,11.8,26.0,22.2,,2.9,,,,False,湛江神禾生物技术有限公司,503
2295,新丰优644,赣审稻2009018,2009.0,省审,赣,True,True,False,,,,,,汕优46,,,119.4,,96.1,20.9,,110.2,85.8,24.8,,,,高感稻瘟病,,,,,,,,,,58.0,3.0,,3.0,,False,江西大众种业有限公司,376
2296,博II优6636,琼审稻2008001,2008.0,省审,琼,True,True,False,,,,,,,328.15,0.26,,1.2,,,,140.5,87.4,24.3,,,,,,,,,,,,,,,,,,,False,三亚中种种业有限公司,383
2297,农丰优1671,皖稻2010017,2010.0,省审,皖,True,True,False,籼,,,,,,,,136.0,,115.0,15.0,,,83.0,29.0,,,,,,,,,,,,,,,,,,,False,,280
2298,京福优138,韶审稻201002,2010.0,省审,韶,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,江西现代种业有限责任公司,169
2299,农华优5365,赣审稻2006046,2006.0,省审,赣,True,True,False,,,,,,汕优46,,,121.0,,103.5,19.8,,115.4,80.7,26.7,,,,,,,,,,51.0,16.4,91.0,20.0,42.0,2.9,,,,False,北京大北农农业科技研究院,373
2300,玉香油占,粤审稻2005013,2005.0,省审,粤,True,True,False,,,,,,种粤香占分别,488.29,2.45,,,,20.3,,,81.6,22.6,,,,中抗稻瘟病,,中感白叶枯病,,,,46.3,2.6,13.0,23.7,,,,,,False,广东省农业科学院水稻研究所,534
2301,通特2号(原代号绿香稻),蒙审稻2003002,2003.0,省审,蒙,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,通辽市农业科学研究所,81
2302,博II优815,粤审稻2006026,2006.0,省审,粤,True,True,False,,,,,,组合博优122,,,,,,,,,81.2,,,,,抗稻瘟病,,抗白叶枯病,,,,62.0,4.8,40.0,21.6,,2.6,,,国标,False,广西博白县农业科学研究所,444
2303,金科1号,粤审稻2006068,2006.0,省审,粤,False,False,False,,,,,,种粤香占,345.14,5.4,,,,,,,74.8,,,,,中抗稻瘟病,,中感白叶枯病,,,苗期耐寒性较弱,52.3,11.2,28.0,27.7,,3.2,,,国标,False,广东省农业科学院水稻研究所,518
2304,粤杂922（粤杂128）,琼审稻2004002,2004.0,省审,琼,True,False,True,籼,,海南省普通稻谷组,,,,,,127.0,,100.0,,21.75,,78.7,,,,,抗稻瘟病,,中抗白叶枯病,,,,,,,,,,,,,False,广东省农业科学院水稻研究所,409
2305,嘉优中科2号,赣审稻2016012,2016.0,省审,赣,True,True,False,,,,632.21,7.16,Y两优1号,,,127.7,,117.5,14.6,23.5,210.9,82.0,28.4,,,,高感稻瘟病,,,,,,,,,,75.0,2.6,,,,False,中国科学院遗传与发育生物学研究所,379
2306,蓉稻9号,,,,,True,True,False,籼,中籼,四川省水稻中籼迟熟优质米组,508.72,-3.09,汕优63,548.21,6.81,,2.0,119.0,,24.9,,75.2,28.3,,,,,,,,,,52.5,4.6,,23.9,68.0,3.3,,,,False,,483
2307,华优418,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,3
2308,神农大丰稻101（原名：神农（稻）101）,赣审稻2005011,2005.0,省审,赣,True,True,False,,,,,,金优402,,,111.1,,87.9,25.3,,97.8,,26.6,,,,,,,,,,,,,,57.0,3.1,5.0,,,False,海南神农大丰种业科技股份有限公司,389
2309,茂杂29,粤审稻2006065,2006.0,省审,粤,True,False,True,,,,,,种优优128,445.5,,,,,,,,74.3,,,,,中感稻瘟病,,中抗白叶枯病,,,,52.2,12.4,50.0,28.9,37.0,2.6,,,国标,False,广东华茂高科种业有限公司,439
2310,吉香3号,桂审稻2005015,2005.0,省审,桂,True,True,False,,早稻,桂南迟熟组,,,特优63,490.3,1.4,,,116.5,17.4,23.7,119.5,83.8,29.5,,,,,5.0,,,,,54.2,25.9,,19.9,73.0,3.1,,,,False,四川农大高科农业有限责任公司,480
2311,深优97125,粤审稻2009044,2009.0,省审,粤,True,True,False,,,,,,组合优优122分别,416.2,0.12,,,,,,,77.7,,,,,抗稻瘟病,,中感白叶枯病,,,,69.5,12.7,37.0,13.0,,2.9,,,,False,国家杂交水稻工程技术研究中心清华深圳龙岗研究所,483
2312,Ⅱ优1288,琼审稻2009024,2009.0,省审,琼,True,True,False,,,,,,,426.24,1.79,,,,,,118.6,92.9,23.6,,,,,,,,,,,,,,,,,,,False,海南农业科学院粮食作物研究所,398
2313,天优199,粤审稻2010009,2010.0,省审,粤,True,True,False,,,,,,种优优122分别,444.9,7.02,,4.0,,,,145.0,78.2,,,,,感稻瘟病,,中抗白叶枯病,,,,62.5,13.4,40.0,20.0,,3.4,,,,False,广东省农业科学院水稻研究所,468
2314,江杂1号（原名：香2优207）,赣审稻2005088,2005.0,省审,赣,True,True,False,,,,,,汕优64,,,113.5,,107.5,19.0,,130.9,74.4,26.2,,,,,,,,,,50.2,5.2,35.0,20.75,52.0,3.2,,,,False,江西省农业科学院水稻研究所,375
2315,春优59,赣审稻2009029,2009.0,省审,赣,True,True,False,,,,,,汕优46,,,122.0,,103.3,16.0,,165.0,76.4,25.1,,,,高感稻瘟病,,,,,,,,,,83.0,2.6,,,,False,中国水稻研究所,392
2316,D奇宝优527,闽审稻2004008,2004.0,省审,闽,False,True,False,,晚籼,,,,汕优63,,,129.0,,110.0,,23.0,135.0,85.0,29.0,,,,抗稻瘟病,,,,,,54.9,21.0,80.0,22.1,52.0,3.0,5.8,,部颁,False,福建省尤溪县良种生化研究所、福建省种子总站,490
2317,内香2002,,,,,True,True,False,籼,,,704.37,,汕优63,681.11,,165.0,,98.6,19.0,24.5,147.0,86.2,31.0,,,,,,,,,,,,,,86.0,2.9,4.0,,,False,红河州农业科学研究所 四川内江杂交水稻科技开发中心,470
2318,淦鑫203,国审稻2009009,2009.0,国审,,True,True,False,籼,双季,长江中下游迟熟早籼组,520.97,4.66,金优402,537.34,4.37,114.4,1.7,95.5,21.8,18.4,103.5,86.3,28.3,4.7,4.7,,,5.0,,9.0,,,48.6,12.1,49.0,20.9,51.0,2.9,,,,False,广东省农业科学院水稻研究所、江西现代种业有限责任公司、江西农业大学农学院,468
2319,京福优943,,,,,True,True,False,籼,早稻,,543.3,,1冈优151,,,,,,,,,,,,,,,,,,,,68.8,28.68,79.0,24.44,100.0,2.35,2.0,,,False,福建省农科院稻麦研究所,434
2320,津川1号,津审稻2005002,2005.0,省审,津,True,False,False,,,,,,中作93（556.83公斤）,502.75,1.63,170.0,,110.0,,17.3,,93.0,25.5,,,,中感稻瘟病,,,,,,52.7,1.3,13.0,16.31,70.0,,,,,False,,507
2321,万金优133,粤审稻2006038,2006.0,省审,粤,True,True,False,,,,,,种博优122分别,479.6,,,,,,,,84.1,,,,,中感稻瘟病,,中抗白叶枯病,,,,60.6,9.3,29.0,23.5,,3.1,,,,False,广东海洋大学农业生物技术研究所、广东天弘种业有限公司,441
2322,协优728,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,3
2323,中3优1681,韶审稻201003,2010.0,省审,韶,True,True,False,,,,,,,,,,,,,,,,,,,,中感稻瘟病,,,,,,48.6,46.8,88.0,26.0,40.0,2.8,,,,False,中国水稻研究所,488
2324,内香1号,,,,,True,True,False,籼,,,527.06,2.06,,559.1,2.06,,,,,26.0,,,29.0,,,,,,,,,,38.6,3.5,24.0,15.9,68.0,3.0,,3.0,,False,,464
2325,宜香1313,,,,,True,True,False,籼,中籼,四川省中籼迟熟高产组,555.6,5.73,,556.6,8.71,153.0,,118.0,16.0,25.0,,78.1,31.1,,,,,,,,,,,,,,,,,,部颁,False,,386
2326,川优12号(原名川香优12号) 选育单位：福建省南平市农业科学研究所 品种来源：川香29A×南恢12 特征特性：全生育期两年区试平均143.3天，比对照汕优63迟熟3.1天。株型适中，群体整齐，后期转色好，每亩有效穗14.7万，株高113.4厘米，穗长24.9厘米，每穗总粒数177.0粒，结实率84.0%，千粒重29.3克。抗稻瘟病田间6个点、室内1个点两年鉴定，综合评价为中感稻瘟病。米质检测结果，糙米率80.1%，精米率72.8%，整精米率64.5%，粒长6.7毫米，长宽比2.8，垩白率59%，垩白度8.6%，透明度2级，碱消值6.2级，胶稠度68毫米，直链淀粉含量21.4%，蛋白质含量8.3%。 产量表现：2005年参加省中稻B组区试，平均亩产593.93公斤，比对照汕优63增产11.69%，达极显著水平。2006年续试，平均亩产560.89公斤，比对照汕优63增产13.13%，达极显著水平。2006年生产试验平均亩产636.13公斤，比对照汕优63增产11.08%。 栽培技术要点：作中稻种植4月下旬-5月上中旬播种，秧龄30-35天。插植规格以21厘米×24厘米，亩插基本苗2-3万。亩施纯氮15公斤，氮、磷、钾比例1.0：0.7：0.8，基肥、蘖肥、穗肥、粒肥比例3.5：5.5：0.5：0.5。水管采取“深水返青、浅水促蘖、适时烤田、后期干湿交替”。及时防治稻瘟病等病虫害。 省品审会审定意见：泸优125属中籼三系杂交稻新组合，全生育期143天左右，比对照汕优63迟熟3天。丰产性好，抗稻瘟病鉴定综合评价为中感稻瘟病，米质与对照汕优63相当。适宜全省稻瘟病轻发区作中稻种植，栽培上应注意防治稻瘟病。经审核，符合福建省品种审定规定，通过审定。,闽审稻2007011,2007.0,省审,闽,True,True,False,籼,中稻,省中稻B组,,,汕优63,636.13,11.08,143.0,,113.4,14.7,24.9,177.0,84.0,29.3,,,,抗稻瘟病,,,,,,64.5,8.6,,21.4,68.0,2.8,6.2,,,False,福建省南平市农业科学研究所 品种来源：川香29A×南恢12 特征特性：全生育期两年区试平均143.3天，比对照汕优63迟熟3.1天。株型适中，群体整齐，后期转色好，每亩有效穗14.7万，株高113.4厘米，穗长24.9厘米，每穗总粒数177.0粒，结实率84.0%，千粒重29.3克。抗稻瘟病田间6个点、室内1个点两年鉴定，综合评价为中感稻瘟病。米质检测结果，糙米率80.1%，精米率72.8%，整精米率64.5%，粒长6.7毫米，长宽比2.8，垩白率59%，垩白度8.6%，透明度2级，碱消值6.2级，胶稠度68毫米，直链淀粉含量21.4%，蛋白质含量8.3%。 产量表现：2005年参加省中稻B组区试，平均亩产593.93公斤，比对照汕优63增产11.69%，达极显著水平。2006年续试，平均亩产560.89公斤，比对照汕优63增产13.13%，达极显著水平。2006年生产试验平均亩产636.13公斤，比对照汕优63增产11.08%。 栽培技术要点：作中稻种植4月下旬-5月上中旬播种，秧龄30-35天。插植规格以21厘米×24厘米，亩插基本苗2-3万。亩施纯氮15公斤，氮、磷、钾比例1.0：0.7：0.8，基肥、蘖肥、穗肥、粒肥比例3.5：5.5：0.5：0.5。水管采取“深水返青、浅水促蘖、适时烤田、后期干湿交替”。及时防治稻瘟病等病虫害。 省品审会审定意见：泸优125属中籼三系杂交稻新组合，全生育期143天左右，比对照汕优63迟熟3天。丰产性好，抗稻瘟病鉴定综合评价为中感稻瘟病，米质与对照汕优63相当。适宜全省稻瘟病轻发区作中稻种植，栽培上应注意防治稻瘟病。经审核，符合福建省品种审定规定，通过审定。,2542
2327,天优122,粤审稻2005022,2005.0,省审,粤,True,True,False,,,,,,组合优优4480,491.6,,,,,,21.1,,81.0,,,,,高抗稻瘟病,,中抗白叶枯病,,,,34.6,0.5,5.0,18.7,,3.0,,,,False,广东省农业科学院水稻研究所,474
2328,赣香A,赣审稻2009031,2009.0,省审,赣,True,True,False,籼,中籼,,,,,,,,,76.0,,22.0,,,,,,,,,,,,,72.5,8.5,54.0,24.2,38.0,3.0,,,,False,江西省农业科学院水稻研究所,345
2329,广胜软占,粤审稻2006071,2006.0,省审,粤,False,False,False,,,,,,种粤香占,366.52,0.06,,,,,,,75.5,,,,,中抗稻瘟病,,中抗白叶枯病,,,苗期耐寒性中等,58.7,3.6,14.0,17.8,63.0,3.3,,3.0,国标,False,广东省农业科学院水稻研究所,472
2330,特优5735,琼审稻2007011,2007.0,省审,琼,True,True,False,籼,,,,,,495.34,5.05,,,,,,132.6,83.0,26.5,,,,,,,,,,,,,,,,,,,False,三亚中种种业有限公司,361
2331,两优61,,,,,True,False,False,籼,,,728.5,,,779.8,12.95,171.0,,98.2,,24.3,,82.2,30.3,,,,,,,,,,75.0,16.8,56.0,16.2,58.0,3.5,,,,False,福建省农科院水稻所、云南省农科院粮作所,361
2332,云辐优26,,,,,True,False,True,籼,,,672.4,2.8,,660.0,4.4,168.0,,99.1,,22.5,,78.0,30.6,,,,,,,,,,74.2,5.7,26.0,17.5,53.0,3.2,,,,False,云南省农科院粮作所、浙江大学原子核农业研究所,350
2333,特优103 选育单位：漳州市农业科学研究所 品种来源：龙特甫A×漳恢103 特征特性：全生育期两年区试平均143.0天，比对照汕优63迟熟1.9天。株型适中，后期转色好，每亩有效穗数16.8万，株高118.2厘米，穗长23.4厘米，每穗总粒数153.6粒，结实率87.22%，千粒重28.0克。抗稻瘟病田间6个点、室内1个点两年鉴定，综合评价为中感稻瘟病，其中宁化水茜点鉴定为高感稻瘟病。米质检测结果，糙米率78.9%，精米率71.8%，整精米率69.2%，粒长6.2毫米，垩白率49.0%，垩白度4.9%，透明度1级，碱消值6.3级，胶稠度34.0毫米，直链淀粉含量21.1%，蛋白质含量7.1%。 产量表现：2004年参加省中稻B组区试，平均亩产588.07公斤，比对照汕优63增产7.66%，达极显著水平；2005年中稻A组续试，平均亩产567.85公斤，比对照汕优63增产7.76%，达极显著水平。2006年生产试验平均亩产615.46公斤，比对照汕优63增产7.47%。 栽培技术要点：作中稻种植4月下旬至5月上旬播种，秧龄30天。插植规格20厘米×23厘米，丛插2粒谷，亩插基本苗6万。亩施纯氮11公斤，氮、磷、钾比例1:0.6:0.8，基肥、蘖肥、穗肥、粒肥比例6:3:0.5:0.5。水管采取“深水返青、浅水促蘖、后期干湿交替”。及时防治稻瘟病等病虫害。 省品审会审定意见：特优103属中籼三系杂交稻新组合，全生育期143天，比对照汕优63迟熟2天左右。丰产性、稳产性较好，抗稻瘟病鉴定综合评价为中感稻瘟病，其中宁化水茜点鉴定为高感稻瘟病，米质达部颁二等优质食用稻品种标准。适宜全省稻瘟病轻发区作中稻种植，栽培上应注意防治稻瘟病。经审核，符合福建省品种审定规定，通过审定。,闽审稻2007007,2007.0,省审,闽,True,True,False,籼,中稻,省中稻B组,,,汕优63,615.46,7.47,143.0,,118.2,16.8,23.4,153.6,87.22,28.0,,,,抗稻瘟病,,,,,,69.2,4.9,,21.1,34.0,,6.3,,部颁,False,漳州市农业科学研究所 品种来源：龙特甫A×漳恢103 特征特性：全生育期两年区试平均143.0天，比对照汕优63迟熟1.9天。株型适中，后期转色好，每亩有效穗数16.8万，株高118.2厘米，穗长23.4厘米，每穗总粒数153.6粒，结实率87.22%，千粒重28.0克。抗稻瘟病田间6个点、室内1个点两年鉴定，综合评价为中感稻瘟病，其中宁化水茜点鉴定为高感稻瘟病。米质检测结果，糙米率78.9%，精米率71.8%，整精米率69.2%，粒长6.2毫米，垩白率49.0%，垩白度4.9%，透明度1级，碱消值6.3级，胶稠度34.0毫米，直链淀粉含量21.1%，蛋白质含量7.1%。 产量表现：2004年参加省中稻B组区试，平均亩产588.07公斤，比对照汕优63增产7.66%，达极显著水平；2005年中稻A组续试，平均亩产567.85公斤，比对照汕优63增产7.76%，达极显著水平。2006年生产试验平均亩产615.46公斤，比对照汕优63增产7.47%。 栽培技术要点：作中稻种植4月下旬至5月上旬播种，秧龄30天。插植规格20厘米×23厘米，丛插2粒谷，亩插基本苗6万。亩施纯氮11公斤，氮、磷、钾比例1:0.6:0.8，基肥、蘖肥、穗肥、粒肥比例6:3:0.5:0.5。水管采取“深水返青、浅水促蘖、后期干湿交替”。及时防治稻瘟病等病虫害。 省品审会审定意见：特优103属中籼三系杂交稻新组合，全生育期143天，比对照汕优63迟熟2天左右。丰产性、稳产性较好，抗稻瘟病鉴定综合评价为中感稻瘟病，其中宁化水茜点鉴定为高感稻瘟病，米质达部颁二等优质食用稻品种标准。适宜全省稻瘟病轻发区作中稻种植，栽培上应注意防治稻瘟病。经审核，符合福建省品种审定规定，通过审定。,2619
