row_index,variety_name,品种名称,品种来源,特征特性,审定编号,选育单位,作物种类,产量表现,栽培技术要点,申请者,育种者,适宜种植区域
5401,春两优534,春两优534,春6S×五山丝苗,籼型两系杂交水稻品种。在长江中下游作一季中稻种植，全生育期130.6天，比对照丰两优4号端0.6天。株高122.8厘米，穗长24.1厘米，每亩有效穗数17.0万穗，每穗总粒数196.7粒，结实率84.6%，千粒重24.70克。抗性：稻瘟病综合指数两年分别为2.7、3.9，穗颈瘟损失率最高级3级，白叶枯病7级，褐飞虱9级，抽穗期耐热性3级；中抗稻瘟病，感白叶枯病，高感褐飞虱，抽穗期耐热性较强。米质主要指标：整精米率70.7%，垩白粒率23%，垩白度6.6%，直链淀粉含量15.3%，胶稠度70毫米，长宽比3.4。在华南作双季晚稻种植，全生育期113.0天，比对照博优998长0.8天。株高112.9厘米，穗长23.3厘米，每亩有效穗数15.9万穗，每穗总粒数160.7粒，结实率82.4%，千粒重26.1克。抗性：稻瘟病综合指数两年分别为3.0、2.9，穗颈瘟损失率最高级3级，白叶枯病5级，褐飞虱9级；中抗稻瘟病，中感白叶枯病，高感褐飞虱。米质主要指标：整精米率62.8%，垩白粒率12.7%，垩白度2.1%，直链淀粉含量15.8%，胶稠度82.3毫米，达到国家《优质稻谷》标准3级。,国审稻20190123,,,2017年参加长江中下游中籼迟熟组水稻联合体区域试验，平均亩产629.80千克，比对照丰两优4号增产3.70%；2018年续试，平均亩产677.05千克，比对照丰两优4号增产6.48%；两年区域试验平均亩产653.43千克，比对照丰两优4号增产5.09%；2018年生产试验，平均亩产641.68千克，比对照丰两优4号增产6.21%。2016年参加华南感光晚籼组水稻联合体区域试验，平均亩产478.39千克，比对照博优998增产3.19%；2017年续试，平均亩产509.80千克，比对照博优998增产8.62%；两年区域试验平均亩产494.10千克，比对照博优998增产5.91%；2018年生产试验，平均亩产519.32千克，比对照博优998增产5.63%。,长江中下游作一季中稻种植。1.播种育秧。一般在4月底～5月初播种，施足底肥，视苗情追肥，培育多蘖壮秧。2.移栽。适时移栽，秧龄30天为宜，中上等肥力田块种植密度为16.7厘米×26.7厘米，中等及肥力偏下的田块适当增加密度。3.肥水管理。一般大田每亩施纯氮14～18千克、磷肥40～50千克、钾肥15～20千克，总用量的60%作底肥。早施分蘖肥，移栽活棵后每亩追施5～8千克尿素促分蘖，孕穗至破口期每亩追施3～5千克尿素作穗粒肥。在水浆管理上，做到浅水插秧，寸水返青，返青后浅水勤灌促分蘖，每亩达到16～18万苗时开始搁田控制分蘖，后期干湿交替防早衰。4.病虫害防治。播种前用“浸宝”等农药进行种子消毒，大田主要抓好稻曲病、稻瘟病、白叶枯病和稻飞虱等病虫害防治。华南做双季晚稻种植。1.播种育秧。一般在7月上旬播种，施足底肥，视苗情追肥，培育多蘖壮秧。2.移栽。适时移栽，秧龄25天为宜，中上等肥力田块种植密度为16.7厘米×26.7厘米，中等及肥力偏下的田块适当增加密度。3.肥水管理。一般大田每亩施纯氮14～18千克、磷肥40～50千克、钾肥15～20千克，总用量的60%作底肥。早施分蘖肥，移栽活棵后每亩追施5～8千克尿素促分蘖，孕穗至破口期每亩追施3～5千克尿素作穗粒肥。在水浆管理上，做到浅水插秧，寸水返青，返青后浅水勤灌促分蘖，每亩达到16～18万苗时开始搁田控制分蘖，后期干湿交替防早衰。4.病虫害防治。播种前用“浸宝”等农药进行种子消毒，大田主要抓好稻曲病、稻瘟病、白叶枯病和稻飞虱等病虫害防治。,中国农业科学院深圳农业基因组研究所,中国农业科学院深圳农业基因组研究所、中国农业科学院作物科学研究所、广东省农业科学院水稻研究所,
5402,皖两优珠占,皖两优珠占,皖 34-20S×珠恢占,籼型两系杂交水稻品种。在长江中下游作一季中稻种植， 全生育期 134.0天，比对照丰两优四号晚熟 0.3 天。株高 117.2 厘米，穗长 25.0 厘米，每亩有效穗数 16.1 万穗， 每穗总粒数 214.4 粒， 结实率 84.7%， 千粒重 24.1 克。抗性： 稻瘟病综合指数两年 分别为 2.9、4.0， 穗颈瘟损失率最高级 3 级， 白叶枯病 7 级， 褐飞虱 9 级， 高感褐飞虱， 感白叶枯病，中抗稻瘟病，抽穗期耐热性较强。米质主要指标： 整精米率 58.6%，垩白度 0.6%， 直链淀粉含量 13.7%，胶稠度 75.0 毫米，碱消值 6.7 级，长宽比 3.1，达到农业行业《食用 稻品种品质》标准二级。,国审稻 20216149,,,2019 年参加长江中下游中籼迟熟组区域试验， 平均亩产 672.8 千克， 比对 照丰两优四号增产 5.9%； 2020 年续试，平均亩产 643.5 千克，比对照丰两优四号增产 6.7%； 两年区域试验平均亩产 658.1 千克， 比对照丰两优四号增产 6.3%； 2020 年生产试验， 平均 亩产 619.7 千克，比对照丰两优四号增产 5.1%。,"1.秧龄 30 天，亩播种量 10－15 千克， 两叶一心期亩施 4－5 千克尿素 作断奶肥， 四叶一心期再补施 4－5 千克尿素作平衡肥。 2.大田栽插密度 16.67 厘米×23.3 厘米或 16.67 厘米×26.67 厘米,每穴 1－2 粒种子苗。 3.大田亩施纯氮 15 千克。其中 70% 作基肥， 返青时施 15%作追肥， 余下 15%作穗肥， 缺钾的田块适当补施钾肥。浅水－－湿润 促分蘖， 亩茎蘖苗数达 15 万时烤田， 做到早够早烤田且以轻烤为主， 分次烤,收割前 5 －7 天断水,切忌断水过早。",,,
5403,甬优5550,甬优5550,甬粳55A×F9250,该品种长势旺，株型适中，植株较高，分蘖力中等偏弱，剑叶长、卷挺，叶下禾，叶片中绿，穗型较大，稃尖无色，偶有短芒。两年省区试平均全生育期143.0天，比对照两优培九长6.8天。亩有效穗12.4万，株高130.7厘米，每穗总粒数269.4粒，实粒数220.6粒，结实率81.9％，千粒重26.5克。经省农科院植微所2015-2016年抗性鉴定，穗瘟损失率最高3级，综合指数2.3；白叶枯病最高5级；褐飞虱最高9级。经农业部稻米及制品质量监督检测中心2015-2016年检测，平均整精米率67.3％，长宽比2.3，垩白粒率15％，垩白度1.5％，透明度1级，碱消值7.0，胶稠度75mm，直链淀粉含量15.1％，米质各项指标综合评价两年均为食用稻品种品质部颁二等。,浙审稻20170011,,,2015年浙江省单季杂交籼稻区试平均亩产638.3公斤，比对照两优培九增产7.0％，达显著水平；2016年浙江省单季杂交籼稻区试平均亩产643.5公斤，比对照两优培九增产9.9％，达极显著水平。两年省区试平均亩产640.9公斤，比对照增产8.4％。2016年同步参加省生产试验平均亩产602.1公斤，比对照增产9.3％。,适当早播，注意稻曲病防治。,宁波市种子有限公司,宁波市种子有限公司（主要选育人：马荣荣、王晓燕、陆永法、周华成、蔡克锋）,
5404,津粳优919,津粳优919,津9A×津恢19,粳型杂交水稻品种。在辽宁南部、新疆南部和京津冀地区种植，全生育期161.8天，比对照津原85晚熟3.7天。株高116厘米，穗长22.9厘米，每亩有效穗数20.4万穗，每穗总粒数172.3粒，结实率88.3%，千粒重25.2克。抗性：稻瘟病综合指数两年分别为2.9、4.9，穗颈瘟损失率最高级5级，中感稻瘟病。米质主要指标：整精米率68.8%，垩白粒率32.3%，垩白度5.7%，直链淀粉含量14.5%，胶稠度77毫米，长宽比2.1。,国审稻20180064,,,2016年参加中早粳晚熟组区域试验，平均亩产724.06千克，比对照津原85增产12.22%；2017年续试，平均亩产711.7千克，比对照津原85增产12%；两年区域试验平均亩产717.88千克，比对照津原85增产12.12%；2017年生产试验，平均亩产639.5千克，比对照津原85增产14.6%。,1.种子处理：用浸种灵、菌虫清或其他有效药剂浸泡防治干尖线虫病和恶苗病。2.适时播种、培育壮秧：控制播种量，控制秧龄，培育带蘖壮秧，秧田亩用种量同当地常规粳稻，秧龄在35天左右。3.适当密植：株行距26.6厘米×13.3厘米，每穴栽3～4株。4.肥水管理：氮、磷、钾、锌肥配合使用，注意干湿交替，确保有效穗在20万左右。5.病虫草害防治：注意对稻曲病防治，其它病虫草害同一般常规稻。,,,
5405,玖两优佳辐占,玖两优佳辐占,33S×R佳辐占,籼型两系杂交水稻品种。在长江中下游作双季晚稻种植，全生育期117.8天，比对照五优308早熟0.4天。株高104.0厘米，穗长23.1厘米，每亩有效穗数19.8万穗，每穗总粒数142.4粒，结实率82.5%，千粒重28.2克。抗性：稻瘟病综合指数两年分别为5.3、4.3，穗颈瘟损失率最高级7级，感稻瘟病，感白叶枯病，高感褐飞虱，耐冷性较强。米质主要指标：整精米率65.3%，垩白粒率24%，垩白度5.2%，直链淀粉含量20.8%，胶稠度50毫米，长宽比3.2。,国审稻20186120,,,2015年参加晚籼早熟组区域试验，平均亩产600.30千克，比对照五优308增产4.55%；2016年续试，平均亩产610.02千克，比对照五优308增产4.57%；两年区域试验平均亩产605.16千克，比对照五优308增产4.56%；2017年生产试验，平均亩产650.74千克，比对照五优308增产5.82%。,"1.适时播种,培育壮秧：长江中下游双季稻区一般6月15～20日播种，秧田每亩播种量12.5千克，大田每亩用种量1.5千克。2.适时移栽，合理密植：秧龄20～25天，栽插规格16.7厘米×20厘米，每穴栽插2粒谷苗。3.科学施肥，合理灌溉：基肥足，蘖肥速，中氮重钾，亩施纯氮9～10千克，氮磷钾施用比例为1.0∶0.5～0.6∶1.1～1.2，适时晒田控苗，湿润养根，干湿壮籽，后期不宜断水过早。4.病虫防治：重点防治稻瘟病，注意白叶枯病、纹枯病、褐飞虱、螟虫等病虫害。",,,
5406,野香优冰丝,野香优冰丝,利用广西绿海种业有限公司所选育的不育系野香A与恢复系R冰丝配组育成的中籼迟熟三系杂交水稻优质品种。,该品种株型适中，叶片、叶耳、茎秆节花青甙无显色，茎秆基部茎节包裹，基部叶鞘绿色，柱头白色。两年区试平均全生育期145.2天，比对照宜香优2115早熟3.1天，株高120.4厘米，亩有效穗12.8万，穗长24.5厘米，每穗着粒数190.5粒，结实率85.5%，千粒重25.8克。谷粒细长形，芒长度极短到短、分布于穗顶部、黄色，糙米浅棕色；品质测定：糙米率80.9%，精米率71.3%，整精米率59.8%，垩白度0.7%，透明度2级，碱消值5.5级，胶稠度79mm，直链淀粉13.0%，粒长6.8mm，长宽比3.1，垩白粒率4%，米质达到农业行业《食用稻品种品质》标准3级。稻瘟病抗性鉴定：2018年叶瘟4、5、6、4级，颈瘟5、5、5、5级；2019年叶瘟4、4、5、4级，颈瘟5、5、5、7级；感稻瘟病。,川审稻20202011,,,2018年参加四川鼎盛高智科企水稻联合体中籼迟熟组区域试验，平均亩产575.6公斤，比对照宜香优2115增产9.20%，增产点率78%；2019年续试，平均亩产565.4公斤，比对照增产5.87%，增产点率78%；两年平均亩产570.50公斤，比对照增产7.54%，两年共18个试点，增产点率78%。2019年同步生产试验，平均亩产558.54公斤，比对照增产1.72%。,①适时播种，培育壮秧；②合理密植；③肥水管理：科学配方施肥，重底早追，氮、磷、钾配合施用，科学管水；④病虫防治：根据植保预测预报，综合防治病虫害。,,,
5407,济优6553,济优6553,济A×R6553,籼型三系杂交水稻品种。在长江中下游作双季晚稻种植，全生育期120.2天，与对照五优308晚熟0天。株高105.5厘米，穗长23.0厘米，每亩有效穗数22.0万穗，每穗总粒数170.2粒，结实率82.3%，千粒重24.1克。抗性：稻瘟病综合指数两年分别为3.4、4.4，穗颈瘟损失率最高级7级，白叶枯病5级，褐飞虱9级，感稻瘟病，中感白叶枯病，高感褐飞虱，耐冷性一般，米质主要指标：整精米率66.0%，垩白度0.2%，直链淀粉含量18.4%，胶稠度72毫米，碱消值7级，长宽比3.7，达到农业行业《食用稻品种品质》标准二级。,国审稻20200030,,,2018年参加长江中下游晚籼早熟组区域试验，平均亩产651.87千克，比对照五优308增产6.02%；2019年续试，平均亩产631.24千克，比对照五优308增产1.26%；两年区域试验平均亩产641.56千克，比对照五优308增产3.62%；2019年生产试验，平均亩产590.53千克，比对照五优308增产3.16%。,1.播种时间：长江中下游作晚稻种植在6月18日前播种，秧田亩播种量10千克，培育壮秧。2.移栽秧龄控制在25天以内，栽插株行距18厘米×24厘米，双本栽插，亩栽基本苗1.5万蔸左右。3.施好底肥，建议亩施45%（N15：P15：K15）的复合肥30千克左右+2.5千克尿素作底肥；看苗追肥，巧施穗肥，适宜粗放栽培管理。4.建议秧田期喷药防治好稻飞虱，预防南方黑条矮缩病的发生；大田搞好螟虫、稻飞虱、白叶枯、南方黑条矮缩病、稻瘟病、纹枯病等病虫害的防治,深圳市兆农农业科技有限公司,深圳市兆农农业科技有限公司,
5408,吉优 1316,吉优 1316,吉丰 A×绿恢 1316,籼型三系杂交水稻品种。在长江中下游作双季早稻种植， 全生育期 116.2 天， 比对照陆两优 996 晚熟 2.8 天。株高 93.9 厘米， 穗长 19.5 厘米， 每亩有效穗数 22.1 万穗， 每穗总粒数 123.9 粒， 结实率 75.8%， 千粒重 26.6 克。抗性： 稻瘟病综合指数两年 分别为 2.8、3.5， 穗颈瘟损失率最高级 3 级， 白叶枯病 7 级， 褐飞虱 9 级， 白背飞虱 7 级， 高感褐飞虱， 感白背飞虱， 中抗稻瘟病， 感白叶枯病。米质主要指标： 整精米率 43.9%， 垩 白度 6.4%， 直链淀粉含量 19.9%，胶稠度 56 毫米，碱消值 3.2 级， 长宽比 3.2。,国审稻 20210031,,,2018 年参加长江中下游早籼迟熟组联合体区域试验，平均亩产 564.9 千克， 比对照陆两优 996 增产 2.0%； 2019 年续试，平均亩产 541.3 千克， 比对照陆两优 996 增产 3.2%； 两年区域试验平均亩产 553.1 千克，比对照陆两优 996 增产 2.6%； 2020 年生产试验， 平均亩产 526.9 千克，比对照陆两优 996 增产 4.4%。,1.用足种子， 适时播种。育苗移栽亩大田用种量 2－2.5 千克， 直播 4 －5 千克，育苗移栽一般在 3 月下旬播种， 直播一般在 4 月 5 日之前。2.施足基肥， 早施分 蘖肥， 看苗补施平衡肥， 大田移栽前亩施复合肥 35 千克作基肥，移栽 7 －10 天内亩用尿素 7.5 千克，氯化钾 7.5 千克作追肥。3.加强肥水管理，一般采取寸水返青， 薄水分蘖， 足苗 晒田， 有水孕穗，湿润壮籽，后期干干湿湿交替的办法管好水。4.加强病虫害的防治。重点 防好稻瘟病，白叶枯病， 稻飞虱， 纹枯病，稻纵卷叶螟， 二化螟。 并依据当时当地农业植保 部门的病虫情报做好及时防治。 5.及时收获。做到颗粒归仓， 丰产丰收。,,,
5409,两优799,两优799,7－163S（来源于本所）×M799（来源于本所）,2013年、2014年两年区域试验结果：平均株高125.6厘米、亩有效穗16.0万、每穗总粒数193.6粒、结实率81.2%、千粒重26.9克。全生育期140天左右，与对照品种（Ⅱ优838）相当。,皖稻2016022,,,在一般栽培条件下，2013年区域试验亩产595.98公斤，较对照品种增产4.58%（显著）；2014年区域试验亩产627.83公斤，较对照品种增产7.44%（极显著）。2015年生产试验亩产635.92公斤，较对照品种增产6.98%。,1．稀播培壮育秧。亩播量12公斤左右，秧龄35－40天，两叶一心期亩施4－5公斤尿素作断奶肥，四叶一心期再补施4－5公斤尿素作平衡肥。2．合理密植。大田栽插密度13.3×23.3或13.3×26.7厘米，每穴1－2粒种子苗。3．科学管理水肥。大田亩施纯氮14公斤，其中70%作基肥，返青时施15%作追肥，余下15%作穗肥，缺钾的田块适当补施钾肥。浅水活棵、湿润促根促蘖，亩茎蘖苗数达18－20万时烤田，收割前7天断水。4．防治病虫害。注意防治纹枯病、稻瘟病、稻曲病、稻蓟马、稻纵卷叶螟、三化螟等病虫害。,,,
5410,钢两优雅占,钢两优雅占,钢S×雅占,籼型两系杂交水稻品种。在长江中下游作一季中稻种植，全生育期137.4天，比对照丰两优四号晚熟3.3天。株高122.7厘米，穗长24.4厘米，每亩有效穗数17.3万穗，每穗总粒数214.0粒，结实率82.3%，千粒重23.2克。抗性：稻瘟病综合指数两年分别为3.3、2.4，穗颈瘟损失率最高级3级，白叶枯病7级，褐飞虱9级，中抗稻瘟病，感白叶枯病，高感褐飞虱，抽穗期耐热性强，米质主要指标：整精米率67.7%，垩白度0.6%，直链淀粉含量14.5%，胶稠度82毫米，碱消值4级，长宽比3.2。,国审稻20200024,,,2018年参加长江中下游中籼迟熟组区域试验，平均亩产654.46千克，比对照丰两优四号增产6.48%；2019年续试，平均亩产694.53千克，比对照丰两优四号增产8.38%；两年区域试验平均亩产674.49千克，比对照丰两优四号增产7.45%；2019年生产试验，平均亩产654.53千克，比对照丰两优四号增产8.02%。,"播种：长江中下游作中稻种植，一般在4月中旬至5月中旬根据当地具体生态条件适时播种, 秧龄28天左右,亩大田用种量1.25千克，亩秧田用种量10千克，2叶1心时追施4－5 千克/亩尿素作断奶肥。合理密植：插足基本苗,大田栽插密度20厘米×26.7厘米，每穴2粒谷苗,确保亩插基本苗6－8万。合理肥水管理：需肥水平中上，一般大田亩施45%复合肥35千克作底肥。要求基肥足，追肥早，插秧后5－7天结合施除草剂亩追施尿素10千克，幼穗分化3－4期亩追施尿素3－4千克、氯化钾5千克。前期浅水促分蘖，够苗及时落水晒田，后期以湿润为主，忌脱水过早。综合防治病虫害:播种前强氯精浸种，根据观察和病虫预报, 及时防治稻蓟马、稻纵卷叶螟、二化螟、三化螟，后期注意稻飞虱的防治；稻瘟病发病区、稻曲病发病季节在破口期药剂预防。",江西天涯种业有限公司,江西天涯种业有限公司,
